Period,Domain,Notice ID,Date,URLs Claimed,URLs Removed,Reporter,Owner,Lumen URL
S1 2020,sportsmole.co.uk,8624863,2020-01-08,20,7,IP House UK Holdings Ltd,Sky UK Limited,https://lumendatabase.org/notices/19856098
S2 2019,sportsmole.co.uk,8551850,2019-12-19,29,16,IP House UK Holdings Ltd,Sky UK Limited,https://lumendatabase.org/notices/19749087
S2 2019,vringe.com,8393927,2019-11-12,65,17,Vindex,INTER TV channel,https://lumendatabase.org/notices/19546624
S2 2019,vringe.com,8362668,2019-11-08,412,146,Vindex,INTER TV channel,https://lumendatabase.org/notices/19527457
S2 2019,vringe.com,8364703,2019-11-04,634,236,Vindex,INTER TV channel,https://lumendatabase.org/notices/19500729
S2 2019,vringe.com,8339049,2019-11-01,505,175,Vindex,INTER TV channel,https://lumendatabase.org/notices/19485008
S2 2019,sportsmole.co.uk,8196538,2019-10-01,17,6,IP House UK Holdings Ltd,Sky UK Limited,https://lumendatabase.org/notices/19301212
S2 2019,vringe.com,8147462,2019-09-21,49,23,Group-IB,UFC,https://lumendatabase.org/notices/19252123
S2 2019,vringe.com,8026162,2019-08-20,20,20,Group-IB,UFC,https://lumendatabase.org/notices/19069383
S2 2019,vringe.com,8014606,2019-08-18,8,8,Group-IB,UFC,https://lumendatabase.org/notices/19059062
S1 2019,vringe.com,7546457,2019-04-20,28,12,Group-IB,Zuffa International LLC,https://lumendatabase.org/notices/18406396
S1 2018,vringe.com,6131537,2018-05-22,999,732,KAZTELEPRODUCT,Walt Disney Pictures,https://lumendatabase.org/notices/16552103
S1 2018,vringe.com,6131662,2018-05-22,999,722,KAZTELEPRODUCT,Amazon Group,https://lumendatabase.org/notices/16552095
S2 2017,sportsmole.co.uk,4962387,2017-08-12,990,0,"Multi Media, LLC","Multi Media, LLC",https://lumendatabase.org/notices/14842836
S2 2017,basketusa.com,4868738,2017-07-25,330,0,ChaturbateLLC,ChaturbateLLC,https://lumendatabase.org/notices/14719721
S2 2017,basketusa.com,4867726,2017-07-25,330,0,ChaturbateLLC,ChaturbateLLC,https://lumendatabase.org/notices/14719084
S2 2017,quintoquartobr.com,4871072,2017-07-25,330,0,ChaturbateLLC,ChaturbateLLC,https://lumendatabase.org/notices/14718863
S1 2016,vringe.com,3605480,2016-06-25,5,0,"1+1 INTERNET, LLC","1+1 INTERNET, LLC",https://lumendatabase.org/notices/12525834
S1 2016,observador.pt,3564985,2016-06-14,21,17,Web Sheriff,XL Recordings / Beggars Group,https://lumendatabase.org/notices/12450200
S1 2016,vringe.com,3554290,2016-06-12,7,0,"1+1 INTERNET, LLC","1+1 INTERNET, LLC",https://lumendatabase.org/notices/12433130
S1 2016,vringe.com,3555608,2016-06-12,9,0,Denis Nekrasov,"1+1 INTERNET, LLC",https://lumendatabase.org/notices/12432623
S1 2016,observador.pt,3456492,2016-05-15,280,266,Web Sheriff,XL Recordings / Beggars Group,http://lumendatabase.org/notices/12254993
S1 2015,observador.pt,2295772,2015-06-15,1,0,1v0X2YizQSRPSUh_dqa2Podxnpjs,"Merrill Lynch Pierce, Fenner & Smith Incorporated",http://www.chillingeffects.org/notices/10865314
